Date,Person_ID,Age,Gender,City,Temperature_C,Activity_Level,Water_Consumed_Liters,Consumption_scaled
2025-02-02,P0039,43.0,Male,Faisalabad,31.9,Medium,2.84,0.5365853658536583
2025-02-02,P0024,39.0,Female,Faisalabad,23.2,High,3.07,0.616724738675958
2025-02-02,P0063,41.0,Female,Multan,20.1,Medium,2.5,0.41811846689895465
2025-02-02,P0058,37.0,Male,Rawalpindi,22.5,Low,2.09,0.27526132404181175
2025-02-02,P0016,58.0,Male,Rawalpindi,22.6,Medium,2.43,0.3937282229965156
2025-02-02,P0010,44.0,Male,Rawalpindi,32.4,Medium,3.08,0.6202090592334493
2025-02-02,P0012,28.0,Male,Lahore,19.2,High,2.93,0.5679442508710801
2025-02-02,P0069,46.0,Female,Rawalpindi,35.1,Medium,3.36,0.7177700348432055
2025-02-02,P0005,37.0,Female,Karachi,31.4,Medium,2.98,0.5853658536585364
2025-02-02,P0060,20.0,Male,Rawalpindi,33.9,Medium,3.71,0.8397212543554005
2025-02-02,P0025,35.0,Male,Rawalpindi,26.4,Medium,2.73,0.4982578397212543
2025-02-03,P0036,63.0,Male,Multan,34.2,High,3.48,0.7595818815331008
2025-02-03,P0037,31.0,Male,Karachi,28.3,Medium,2.65,0.4703832752613239
2025-02-03,P0054,55.0,Male,Rawalpindi,20.0,High,2.92,0.5644599303135887
2025-02-03,P0046,36.0,Male,Faisalabad,39.5,Low,2.72,0.49477351916376305
2025-02-03,P0004,51.0,Female,Islamabad,28.1,Medium,3.33,0.7073170731707317
2025-02-03,P0018,49.0,Female,Lahore,25.3,Medium,2.65,0.4703832752613239
2025-02-03,P0017,46.0,Male,Multan,24.4,Low,1.92,0.21602787456445988
2025-02-03,P0071,41.0,Female,Rawalpindi,29.5,Low,2.37,0.37282229965156793
2025-02-03,P0035,51.0,Male,Rawalpindi,22.5,Medium,2.47,0.4076655052264809
2025-02-03,P0030,57.0,Female,Multan,22.3,High,2.78,0.5156794425087106
2025-02-03,P0043,30.0,Male,Faisalabad,15.8,Medium,2.46,0.4041811846689895
2025-02-03,P0059,39.0,Male,Lahore,25.1,Low,1.95,0.22648083623693377
2025-02-03,P0015,58.0,Male,Rawalpindi,15.9,High,2.58,0.44599303135888496
2025-02-03,P0032,34.0,Female,Rawalpindi,34.5,High,3.46,0.7526132404181183
2025-02-03,P0087,42.0,Male,Multan,28.5410751565762,Medium,2.53,0.42857142857142844
2025-02-03,P0091,38.0,Male,Karachi,18.2,High,2.64,0.46689895470383275
2025-02-03,P0008,64.0,Female,Islamabad,37.5,Medium,3.22,0.6689895470383274
2025-02-03,P0061,41.0,Female,Karachi,28.5410751565762,Low,2.71,0.4912891986062717
2025-02-03,P0060,20.0,Male,Rawalpindi,28.5410751565762,Medium,3.49,0.7630662020905923
2025-02-03,P0092,19.0,Male,Faisalabad,29.3,Medium,2.89,0.5540069686411149
2025-02-03,P0010,44.0,Male,Rawalpindi,15.3,High,2.61,0.45644599303135874
2025-02-03,P0075,40.0,Female,Rawalpindi,17.7,High,2.8,0.5226480836236933
2025-02-03,P0082,50.0,Male,Rawalpindi,33.5,High,3.53,0.7770034843205573
2025-02-03,P0097,44.0,Male,Rawalpindi,21.0,Medium,2.24,0.3275261324041812
2025-02-03,P0096,40.0,Male,Karachi,26.9,Low,2.3,0.3484320557491288
2025-02-03,P0007,58.0,Female,Islamabad,22.0,Low,1.62,0.11149825783972128
2025-02-03,P0006,21.0,Female,Islamabad,30.6,Medium,2.99,0.5888501742160277
2025-02-03,P0048,44.0,Male,Faisalabad,26.4,Medium,2.63,0.4634146341463414
2025-02-03,P0065,31.0,Male,Lahore,29.8,High,3.08,0.6202090592334493
2025-02-03,P0073,38.0,Male,Rawalpindi,32.6,High,2.7222117072635506,0.4955441488723172
2025-02-03,P0023,53.0,Female,Islamabad,31.1,Medium,3.16,0.6480836236933798
2025-02-03,P0011,25.0,Female,Islamabad,32.6,Medium,3.15,0.6445993031358883
2025-02-03,P0038,18.0,Male,Rawalpindi,28.5410751565762,Medium,2.52,0.4250871080139372
2025-02-03,P0074,53.0,Female,Karachi,16.1,Medium,2.34,0.36236933797909393
2025-02-03,P0058,37.0,Male,Rawalpindi,31.2,Medium,3.2,0.6620209059233448
2025-02-03,P0020,24.0,Male,Rawalpindi,26.2,Medium,2.87,0.5470383275261324
2025-02-03,P0077,24.0,Female,Islamabad,18.0,Medium,2.11,0.28222996515679427
2025-02-03,P0045,29.0,Female,Islamabad,37.7,Low,2.56,0.43902439024390233
2025-02-03,P0019,34.0,Male,Faisalabad,30.4,Medium,3.07,0.616724738675958
2025-02-03,P0070,48.0,Female,Lahore,17.9,Medium,2.44,0.39721254355400687
2025-02-03,P0086,57.0,Other,Lahore,29.9,Medium,3.01,0.5958188153310102
2025-02-03,P0072,51.0,Female,Lahore,37.1,Low,2.74,0.5017421602787457
2025-02-03,P0069,46.0,Female,Rawalpindi,16.0,High,2.73,0.4982578397212543
2025-02-03,P0067,55.0,Male,Multan,38.3,Medium,3.49,0.7630662020905923
2025-02-03,P0053,27.0,Female,Karachi,29.2,Medium,3.09,0.6236933797909405
2025-02-03,P0025,35.0,Other,Rawalpindi,27.5,Low,2.19,0.3101045296167247
2025-02-03,P0100,55.0,Male,Rawalpindi,36.6,High,3.37,0.7212543554006967
2025-02-03,P0009,57.0,Female,Karachi,18.9,Medium,2.7222117072635506,0.4955441488723172
2025-02-03,P0028,20.0,Male,Multan,40.7,Medium,3.67,0.8257839721254354
2025-02-03,P0003,37.0,Male,Rawalpindi,27.3,Medium,2.66,0.47386759581881527
2025-02-03,P0047,41.0,Male,Rawalpindi,20.7,Low,2.04,0.25783972125435534
2025-02-03,P0085,43.0,Male,Multan,27.4,Medium,3.4,0.7317073170731705
2025-02-03,P0088,56.0,Male,Rawalpindi,28.5410751565762,Low,1.89,0.20557491289198598
2025-02-03,P0094,34.0,Male,Rawalpindi,33.6,Medium,3.01,0.5958188153310102
2025-02-03,P0052,25.0,Female,Faisalabad,39.9,High,3.62,0.8083623693379789
2025-02-03,P0062,40.0,Male,Multan,17.4,Medium,2.47,0.4076655052264809
2025-02-03,P0040,52.0,Male,Islamabad,33.9,Medium,3.31,0.7003484320557489
2025-02-03,P0063,57.0,Male,Multan,39.1,Low,2.91,0.5609756097560974
2025-02-03,P0012,28.0,Male,Lahore,22.7,High,2.7222117072635506,0.4955441488723172
2025-02-03,P0079,36.0,Male,Rawalpindi,36.4,Medium,3.26,0.6829268292682924
2025-02-03,P0013,43.0,Female,Faisalabad,34.4,High,3.28,0.6898954703832751
2025-02-03,P0066,25.0,Female,Multan,34.4,Medium,3.16,0.6480836236933798
2025-02-03,P0078,52.0,Female,Islamabad,34.6,Low,2.69,0.48432055749128905
2025-02-03,P0042,47.0,Female,Rawalpindi,25.7,Medium,2.74,0.5017421602787457
2025-02-03,P0051,41.0,Male,Rawalpindi,26.6,High,3.21,0.6655052264808361
2025-02-03,P0089,19.0,Male,Faisalabad,39.5,Medium,3.23,0.6724738675958186
2025-02-03,P0093,18.0,Female,Faisalabad,29.3,Medium,2.92,0.5644599303135887
2025-02-03,P0099,60.0,Female,Faisalabad,31.7,Medium,2.92,0.5644599303135887
2025-02-03,P0041,41.0,Female,Rawalpindi,35.9,Medium,3.36,0.7177700348432055
2025-02-03,P0076,52.0,Male,Rawalpindi,19.5,Medium,2.32,0.3554006968641114
2025-02-03,P0084,56.0,Female,Islamabad,28.3,Low,2.7222117072635506,0.4955441488723172
2025-02-03,P0001,21.0,Female,Karachi,25.7,High,3.11,0.630662020905923
2025-02-03,P0033,64.0,Male,Islamabad,23.8,Medium,2.38,0.3763066202090591
2025-02-03,P0056,37.0,Female,Multan,36.2,Medium,3.06,0.6132404181184667
2025-02-03,P0039,43.0,Male,Faisalabad,35.1,Low,2.64,0.46689895470383275
2025-02-03,P0014,32.0,Male,Lahore,22.5,Low,1.91,0.2125435540069685
2025-02-03,P0016,58.0,Male,Rawalpindi,31.1,Medium,2.7,0.4878048780487804
2025-02-03,P0024,39.0,Female,Faisalabad,33.6,Medium,2.91,0.5609756097560974
2025-02-03,P0098,58.0,Female,Rawalpindi,28.5410751565762,Medium,3.59,0.7979094076655051
2025-02-03,P0081,53.0,Female,Rawalpindi,38.7,Low,2.84,0.5365853658536583
2025-02-03,P0083,47.0,Female,Islamabad,17.3,Medium,2.49,0.4146341463414634
2025-02-03,P0095,30.0,Female,Islamabad,35.3,Medium,2.97,0.5818815331010452
2025-02-03,P0090,62.0,Male,Islamabad,26.4,Medium,2.54,0.4320557491289198
2025-02-03,P0026,52.0,Female,Islamabad,38.1,Medium,2.7222117072635506,0.4955441488723172
2025-02-03,P0021,18.0,Male,Multan,29.4,Medium,2.95,0.5749128919860627
2025-02-03,P0005,37.0,Female,Karachi,22.0,Medium,2.52,0.4250871080139372
2025-02-03,P0068,26.0,Male,Karachi,32.8,Low,2.53,0.42857142857142844
2025-02-03,P0055,36.0,Female,Multan,33.6,Medium,2.91,0.5609756097560974
2025-02-03,P0034,18.0,Female,Lahore,28.5410751565762,Medium,3.23,0.6724738675958186
2025-02-03,P0080,41.0,Male,Lahore,28.5410751565762,High,3.27,0.6864111498257839
2025-02-03,P0002,54.0,Other,Rawalpindi,27.8,Low,2.4,0.3832752613240417
2025-02-03,P0057,56.0,Female,Rawalpindi,38.6,High,3.84,0.8850174216027873
2025-02-04,P0081,53.0,Female,Multan,15.4,Medium,2.05,0.2613240418118466
2025-02-04,P0049,25.0,Female,Lahore,25.0,High,2.99,0.5888501742160277
2025-02-04,P0011,25.0,Female,Islamabad,15.1,Medium,2.18,0.30662020905923343
2025-02-04,P0032,34.0,Female,Rawalpindi,23.6,High,2.81,0.5261324041811846
2025-02-04,P0017,46.0,Male,Multan,17.5,Medium,2.14,0.2926829268292683
2025-02-04,P0002,54.0,Other,Rawalpindi,29.2,Low,2.36,0.36933797909407656
2025-02-04,P0089,19.0,Male,Faisalabad,26.6,Low,2.33,0.3588850174216028
2025-02-04,P0040,52.0,Male,Islamabad,28.5410751565762,Low,1.79,0.17073170731707316
2025-02-04,P0016,58.0,Male,Rawalpindi,35.0,Medium,2.7222117072635506,0.4955441488723172
2025-02-04,P0022,42.0,Female,Lahore,33.5,Medium,3.21,0.6655052264808361
2025-02-04,P0063,41.0,Female,Multan,33.4,Low,2.46,0.4041811846689895
2025-02-04,P0080,41.0,Male,Lahore,38.1,Medium,2.7222117072635506,0.4955441488723172
2025-02-04,P0015,58.0,Male,Rawalpindi,23.8,High,3.15,0.6445993031358883
2025-02-04,P0023,53.0,Female,Rawalpindi,17.7,Medium,2.44,0.39721254355400687
2025-02-04,P0019,34.0,Male,Faisalabad,19.5,Medium,2.61,0.45644599303135874
2025-02-04,P0068,26.0,Male,Karachi,35.6,Low,2.7222117072635506,0.4955441488723172
2025-02-04,P0087,42.0,Male,Multan,24.9,Low,2.04,0.25783972125435534
2025-02-04,P0051,41.0,Male,Rawalpindi,19.4,Medium,2.27,0.337979094076655
2025-02-04,P0021,18.0,Male,Multan,36.8,Medium,3.25,0.6794425087108011
2025-02-04,P0012,28.0,Male,Lahore,33.2,Medium,3.05,0.6097560975609755
2025-02-04,P0073,38.0,Male,Rawalpindi,20.2,Medium,2.52,0.4250871080139372
2025-02-04,P0061,41.0,Male,Karachi,22.0,Medium,2.7222117072635506,0.4955441488723172
2025-02-04,P0071,19.0,Female,Rawalpindi,40.1,Medium,3.66,0.8222996515679442
2025-02-04,P0006,21.0,Female,Islamabad,34.2,Medium,2.7222117072635506,0.4955441488723172
2025-02-04,P0050,42.0,Male,Rawalpindi,39.8,Medium,3.43,0.7421602787456445
2025-02-04,P0020,24.0,Male,Rawalpindi,41.0,High,4.08,0.9686411149825782
2025-02-04,P0078,52.0,Female,Islamabad,17.3,Low,2.7222117072635506,0.4955441488723172
2025-02-04,P0085,43.0,Male,Multan,35.9,Low,2.48,0.411149825783972
2025-02-04,P0034,18.0,Female,Rawalpindi,28.4,Low,2.35,0.3658536585365853
2025-02-04,P0005,37.0,Female,Karachi,24.8,Medium,2.4,0.3832752613240417
2025-02-04,P0096,40.0,Male,Karachi,39.3,Low,2.77,0.5121951219512195
2025-02-04,P0038,18.0,Male,Multan,30.6,Medium,2.86,0.5435540069686411
2025-02-04,P0028,20.0,Male,Multan,25.3,Low,2.28,0.34146341463414626
2025-02-04,P0066,25.0,Female,Multan,16.8,Medium,2.41,0.3867595818815331
2025-02-04,P0088,56.0,Male,Rawalpindi,30.2,Medium,2.93,0.5679442508710801
2025-02-04,P0003,37.0,Male,Rawalpindi,18.1,Medium,2.17,0.30313588850174206
2025-02-04,P0075,40.0,Female,Rawalpindi,24.1,High,3.01,0.5958188153310102
2025-02-04,P0024,39.0,Female,Faisalabad,29.7,High,3.33,0.7073170731707317
2025-02-04,P0058,37.0,Male,Rawalpindi,33.5,Medium,2.73,0.4982578397212543
2025-02-04,P0054,55.0,Male,Rawalpindi,16.8,Medium,2.45,0.40069686411149824
2025-02-04,P0083,47.0,Female,Islamabad,16.0,High,2.36,0.36933797909407656
2025-02-04,P0027,29.0,Male,Rawalpindi,37.7,Medium,3.43,0.7421602787456445
2025-02-04,P0031,30.0,Female,Rawalpindi,39.1,High,3.8,0.871080139372822
2025-02-04,P0014,32.0,Male,Lahore,33.7,Medium,3.22,0.6689895470383274
2025-02-04,P0043,30.0,Female,Faisalabad,28.4,Medium,2.87,0.5470383275261324
2025-02-04,P0041,20.0,Female,Rawalpindi,38.9,High,3.64,0.8153310104529616
2025-02-04,P0062,40.0,Male,Multan,40.5,High,3.68,0.8292682926829267
2025-02-04,P0046,36.0,Male,Faisalabad,22.1,High,3.07,0.616724738675958
2025-02-04,P0065,31.0,Male,Lahore,15.9,Medium,2.21,0.3170731707317072
2025-02-04,P0090,41.0,Male,Islamabad,36.4,Low,2.58,0.44599303135888496
2025-02-04,P0055,41.0,Female,Multan,35.0,High,3.7,0.8362369337979092
2025-02-04,P0072,51.0,Female,Lahore,26.5,Medium,2.49,0.4146341463414634
2025-02-04,P0010,44.0,Male,Rawalpindi,39.3,High,3.52,0.7735191637630661
2025-02-04,P0091,38.0,Male,Karachi,37.7,Low,2.71,0.4912891986062717
2025-02-04,P0026,52.0,Female,Islamabad,27.8,Low,2.35,0.3658536585365853
2025-02-04,P0013,43.0,Female,Faisalabad,20.3,Low,1.74,0.15331010452961663
2025-02-04,P0029,37.0,Male,Karachi,30.7,High,3.35,0.7142857142857142
2025-02-04,P0053,27.0,Female,Karachi,16.3,Low,1.88,0.20209059233449472
2025-02-04,P0070,48.0,Female,Rawalpindi,15.3,Medium,2.27,0.337979094076655
2025-02-04,P0048,44.0,Male,Faisalabad,35.2,Low,2.48,0.411149825783972
2025-02-04,P0082,50.0,Male,Rawalpindi,28.5410751565762,High,2.98,0.5853658536585364
2025-02-04,P0047,51.0,Male,Rawalpindi,19.6,Medium,2.16,0.2996515679442509
2025-02-04,P0057,56.0,Female,Karachi,34.6,Low,2.7,0.4878048780487804
2025-02-04,P0074,53.0,Female,Karachi,15.4,Low,1.56,0.0905923344947735
2025-02-04,P0076,41.0,Male,Rawalpindi,41.1,High,3.69,0.8327526132404179
2025-02-04,P0018,49.0,Female,Lahore,24.9,Medium,2.81,0.5261324041811846
2025-02-04,P0009,57.0,Female,Karachi,33.3,High,3.2,0.6620209059233448
2025-02-04,P0001,21.0,Female,Karachi,23.5,Low,2.14,0.2926829268292683
2025-02-04,P0060,20.0,Male,Rawalpindi,30.5,Medium,2.79,0.519163763066202
2025-02-04,P0037,31.0,Male,Karachi,39.0,Low,2.81,0.5261324041811846
2025-02-04,P0093,18.0,Male,Faisalabad,28.5410751565762,High,3.52,0.7735191637630661
2025-02-04,P0092,19.0,Male,Faisalabad,20.9,Medium,2.64,0.46689895470383275
2025-02-04,P0039,41.0,Male,Faisalabad,34.7,Medium,3.0,0.592334494773519
2025-02-04,P0036,63.0,Male,Multan,27.3,High,3.0,0.592334494773519
2025-02-04,P0084,56.0,Female,Islamabad,36.5,Medium,3.23,0.6724738675958186
2025-02-04,P0059,39.0,Male,Lahore,33.1,Medium,2.7222117072635506,0.4955441488723172
2025-02-04,P0004,51.0,Female,Islamabad,32.2,Low,2.2,0.31358885017421606
2025-02-04,P0097,44.0,Male,Rawalpindi,15.7,High,2.7222117072635506,0.4955441488723172
2025-02-04,P0025,35.0,Other,Rawalpindi,40.4,Low,2.9,0.5574912891986061
2025-02-04,P0098,58.0,Female,Rawalpindi,35.7,Medium,2.5,0.41811846689895465
2025-02-04,P0056,37.0,Female,Multan,41.5,Medium,3.64,0.8153310104529616
2025-02-04,P0033,64.0,Male,Islamabad,20.9,Medium,2.26,0.3344947735191636
2025-02-04,P0100,55.0,Male,Rawalpindi,16.8,Medium,1.61,0.10801393728222991
2025-02-04,P0042,47.0,Female,Rawalpindi,36.0,High,3.41,0.735191637630662
2025-02-04,P0067,41.0,Male,Multan,27.2,Medium,2.68,0.4808362369337979
2025-02-04,P0095,30.0,Female,Islamabad,15.9,Low,1.49,0.06620209059233445
2025-02-05,P0011,25.0,Female,Rawalpindi,22.1,Low,1.82,0.18118466898954705
2025-02-05,P0018,49.0,Female,Lahore,39.4,Medium,3.27,0.6864111498257839
2025-02-05,P0096,40.0,Male,Karachi,40.5,High,4.06,0.9616724738675955
2025-02-05,P0076,52.0,Male,Rawalpindi,16.9,Low,1.64,0.1184668989547038
2025-02-05,P0032,34.0,Female,Rawalpindi,24.2,Medium,2.57,0.4425087108013936
2025-02-05,P0014,32.0,Male,Lahore,39.9,Low,2.96,0.5783972125435539
2025-02-05,P0059,39.0,Male,Lahore,19.9,Medium,2.17,0.30313588850174206
2025-02-05,P0061,41.0,Female,Karachi,16.3,Medium,2.25,0.33101045296167236
2025-02-05,P0057,56.0,Female,Karachi,15.9,Medium,2.35,0.3658536585365853
2025-02-05,P0019,34.0,Male,Faisalabad,32.4,Low,2.24,0.3275261324041812
2025-02-05,P0013,43.0,Female,Faisalabad,26.9,High,3.16,0.6480836236933798
2025-02-05,P0080,60.0,Male,Lahore,29.6,Medium,3.07,0.616724738675958
2025-02-05,P0052,25.0,Male,Faisalabad,17.8,Medium,2.33,0.3588850174216028
2025-02-05,P0017,46.0,Male,Multan,32.9,High,3.24,0.6759581881533101
2025-02-05,P0024,39.0,Female,Faisalabad,26.5,Medium,2.27,0.337979094076655
2025-02-05,P0022,42.0,Female,Lahore,18.6,Medium,2.15,0.29616724738675954
2025-02-05,P0078,52.0,Female,Islamabad,28.5410751565762,Medium,3.55,0.7839721254355398
2025-02-05,P0003,37.0,Male,Rawalpindi,27.9,Low,2.29,0.34494773519163763
2025-02-05,P0065,31.0,Male,Lahore,28.5410751565762,Medium,2.7222117072635506,0.4955441488723172
2025-02-05,P0048,44.0,Male,Faisalabad,26.4,Low,2.09,0.27526132404181175
2025-02-05,P0004,51.0,Female,Islamabad,39.4,Medium,3.26,0.6829268292682924
2025-02-05,P0090,62.0,Male,Islamabad,39.1,Medium,3.17,0.6515679442508708
2025-02-05,P0001,21.0,Female,Karachi,31.9,Medium,2.94,0.5714285714285712
2025-02-05,P0029,37.0,Male,Karachi,33.4,Low,2.47,0.4076655052264809
2025-02-05,P0085,43.0,Male,Multan,28.0,Medium,2.66,0.47386759581881527
2025-02-05,P0089,19.0,Male,Faisalabad,21.7,Medium,2.46,0.4041811846689895
2025-02-05,P0002,54.0,Other,Rawalpindi,25.7,Medium,2.42,0.39024390243902424
2025-02-05,P0086,57.0,Other,Lahore,23.3,Low,1.76,0.16027874564459926
2025-02-05,P0006,21.0,Female,Rawalpindi,33.9,Medium,3.15,0.6445993031358883
2025-02-05,P0020,24.0,Male,Rawalpindi,41.3,Low,2.7222117072635506,0.4955441488723172
2025-02-05,P0071,19.0,Female,Rawalpindi,30.4,High,3.52,0.7735191637630661
2025-02-05,P0066,25.0,Female,Multan,28.5,Medium,2.61,0.45644599303135874
2025-02-05,P0030,57.0,Male,Multan,26.4,Medium,2.57,0.4425087108013936
2025-02-05,P0064,22.0,Male,Rawalpindi,28.9,High,3.32,0.7038327526132402
2025-02-05,P0063,57.0,Female,Multan,28.8,Medium,2.78,0.5156794425087106
2025-02-05,P0033,64.0,Male,Islamabad,21.5,Medium,2.7222117072635506,0.4955441488723172
2025-02-05,P0094,34.0,Male,Lahore,15.5,High,2.36,0.36933797909407656
2025-02-05,P0060,20.0,Male,Rawalpindi,20.5,Medium,2.5,0.41811846689895465
2025-02-05,P0009,57.0,Male,Karachi,21.2,Medium,2.64,0.46689895470383275
2025-02-05,P0041,20.0,Female,Rawalpindi,21.6,High,2.7222117072635506,0.4955441488723172
2025-02-05,P0081,53.0,Female,Multan,19.4,Medium,2.52,0.4250871080139372
2025-02-05,P0035,51.0,Male,Rawalpindi,32.4,Medium,2.92,0.5644599303135887
2025-02-05,P0026,52.0,Female,Islamabad,26.1,Medium,2.7222117072635506,0.4955441488723172
2025-02-05,P0007,58.0,Female,Islamabad,40.3,Medium,3.48,0.7595818815331008
2025-02-05,P0069,46.0,Male,Rawalpindi,28.3,Low,2.11,0.28222996515679427
2025-02-05,P0062,40.0,Male,Multan,35.9,Low,2.63,0.4634146341463414
2025-02-05,P0034,18.0,Female,Lahore,26.4,Medium,2.69,0.48432055749128905
2025-02-05,P0073,38.0,Male,Rawalpindi,24.1,Low,2.2,0.31358885017421606
2025-02-05,P0027,29.0,Male,Rawalpindi,18.4,Medium,2.15,0.29616724738675954
2025-02-05,P0074,53.0,Male,Karachi,26.9,Medium,2.47,0.4076655052264809
2025-02-05,P0023,53.0,Female,Islamabad,28.7,Medium,2.65,0.4703832752613239
2025-02-05,P0015,58.0,Male,Rawalpindi,24.5,Low,2.02,0.2508710801393728
2025-02-05,P0045,29.0,Female,Islamabad,34.5,Medium,2.99,0.5888501742160277
2025-02-05,P0056,37.0,Male,Multan,25.3,Medium,2.91,0.5609756097560974
2025-02-05,P0012,28.0,Male,Lahore,35.7,Low,2.84,0.5365853658536583
2025-02-05,P0040,52.0,Male,Islamabad,19.1,Medium,2.5,0.41811846689895465
2025-02-05,P0095,30.0,Female,Islamabad,16.3,Low,1.56,0.0905923344947735
2025-02-05,P0075,40.0,Female,Rawalpindi,30.0,Low,2.13,0.2891986062717769
2025-02-05,P0054,55.0,Male,Rawalpindi,39.6,Low,2.59,0.4494773519163762
2025-02-05,P0053,41.0,Female,Karachi,19.4,Low,1.59,0.10104529616724739
2025-02-05,P0087,42.0,Male,Multan,36.9,Medium,2.7222117072635506,0.4955441488723172
2025-02-05,P0031,30.0,Female,Rawalpindi,38.9,Low,2.65,0.4703832752613239
2025-02-05,P0097,44.0,Male,Rawalpindi,23.2,Medium,2.67,0.47735191637630653
2025-02-05,P0036,63.0,Male,Multan,37.3,Low,2.65,0.4703832752613239
2025-02-05,P0068,26.0,Male,Karachi,31.4,Low,2.58,0.44599303135888496
2025-02-05,P0047,51.0,Male,Rawalpindi,17.3,High,2.58,0.44599303135888496
2025-02-05,P0070,48.0,Female,Lahore,36.0,High,3.43,0.7421602787456445
2025-02-05,P0042,47.0,Male,Rawalpindi,36.8,Medium,3.32,0.7038327526132402
2025-02-05,P0005,37.0,Female,Karachi,36.1,Medium,3.31,0.7003484320557489
2025-02-05,P0055,36.0,Female,Multan,23.4,Medium,2.49,0.4146341463414634
2025-02-05,P0021,18.0,Male,Multan,25.9,High,3.31,0.7003484320557489
2025-02-05,P0016,58.0,Male,Rawalpindi,32.5,Medium,2.79,0.519163763066202
2025-02-05,P0010,44.0,Male,Rawalpindi,35.1,Low,2.63,0.4634146341463414
2025-02-05,P0025,35.0,Other,Rawalpindi,29.9,Medium,2.99,0.5888501742160277
2025-02-05,P0079,36.0,Male,Rawalpindi,37.5,Low,2.81,0.5261324041811846
2025-02-05,P0038,18.0,Male,Multan,28.5410751565762,Low,2.42,0.39024390243902424
2025-02-05,P0044,22.0,Male,Islamabad,24.8,Medium,2.49,0.4146341463414634
2025-02-05,P0028,20.0,Male,Multan,34.3,High,2.7222117072635506,0.4955441488723172
2025-02-05,P0093,18.0,Female,Faisalabad,22.5,Medium,2.38,0.3763066202090591
2025-02-05,P0099,60.0,Female,Faisalabad,31.4,Medium,2.77,0.5121951219512195
2025-02-05,P0091,38.0,Male,Karachi,16.1,High,2.64,0.46689895470383275
2025-02-05,P0037,31.0,Male,Karachi,23.3,Medium,2.44,0.39721254355400687
2025-02-05,P0051,41.0,Male,Rawalpindi,34.0,High,3.48,0.7595818815331008
2025-02-05,P0008,64.0,Female,Islamabad,26.3,Medium,2.89,0.5540069686411149
2025-02-05,P0039,43.0,Male,Faisalabad,17.3,Medium,2.35,0.3658536585365853
2025-02-05,P0098,58.0,Female,Rawalpindi,23.9,Medium,2.49,0.4146341463414634
2025-02-05,P0092,19.0,Male,Faisalabad,17.3,Medium,2.31,0.35191637630662015
2025-02-05,P0077,24.0,Male,Islamabad,19.1,Medium,2.35,0.3658536585365853
2025-02-05,P0058,37.0,Male,Rawalpindi,25.1,Low,2.27,0.337979094076655
2025-02-05,P0046,36.0,Male,Faisalabad,23.5,Low,2.11,0.28222996515679427
2025-02-05,P0049,25.0,Female,Lahore,18.2,High,2.79,0.519163763066202
2025-02-05,P0084,56.0,Female,Islamabad,40.2,Low,2.81,0.5261324041811846
2025-02-06,P0029,37.0,Male,Karachi,37.5,Medium,2.7222117072635506,0.4955441488723172
2025-02-06,P0070,48.0,Female,Lahore,37.4,High,3.82,0.8780487804878045
2025-02-06,P0092,19.0,Male,Faisalabad,40.6,High,3.7,0.8362369337979092
2025-02-06,P0042,47.0,Female,Rawalpindi,30.5,Medium,2.68,0.4808362369337979
2025-02-06,P0086,57.0,Other,Lahore,27.8,Low,1.91,0.2125435540069685
2025-02-06,P0014,32.0,Male,Lahore,20.1,Medium,2.88,0.5505226480836236
2025-02-06,P0018,49.0,Female,Lahore,34.4,Medium,2.86,0.5435540069686411
2025-02-06,P0054,55.0,Male,Rawalpindi,23.5,Medium,2.3,0.3484320557491288
2025-02-06,P0089,19.0,Male,Faisalabad,25.6,Medium,2.97,0.5818815331010452
2025-02-06,P0003,37.0,Male,Rawalpindi,28.5410751565762,Medium,2.99,0.5888501742160277
2025-02-06,P0098,58.0,Female,Rawalpindi,27.7,Low,2.21,0.3170731707317072
2025-02-06,P0043,30.0,Female,Faisalabad,38.4,Medium,3.57,0.7909407665505224
2025-02-06,P0074,53.0,Female,Karachi,29.9,High,3.43,0.7421602787456445
2025-02-06,P0019,34.0,Male,Faisalabad,29.9,High,3.09,0.6236933797909405
2025-02-06,P0004,51.0,Female,Islamabad,21.5,Low,1.7,0.13937282229965148
2025-02-06,P0076,52.0,Male,Rawalpindi,40.1,Medium,3.5,0.7665505226480835
2025-02-06,P0020,24.0,Male,Rawalpindi,41.0,Medium,3.27,0.6864111498257839
2025-02-06,P0026,52.0,Female,Islamabad,19.0,Low,1.72,0.1463414634146341
2025-02-06,P0052,25.0,Female,Rawalpindi,23.3,High,2.92,0.5644599303135887
2025-02-06,P0050,42.0,Male,Rawalpindi,38.6,Medium,2.7222117072635506,0.4955441488723172
2025-02-06,P0025,35.0,Other,Rawalpindi,17.7,Medium,2.42,0.39024390243902424
2025-02-06,P0048,44.0,Male,Faisalabad,22.6,Medium,2.56,0.43902439024390233
2025-02-06,P0072,51.0,Female,Lahore,24.8,Medium,2.61,0.45644599303135874
2025-02-06,P0059,39.0,Male,Lahore,19.5,Low,1.73,0.14982578397212537
2025-02-06,P0016,58.0,Male,Rawalpindi,41.8,Medium,3.49,0.7630662020905923
2025-02-06,P0010,44.0,Male,Rawalpindi,37.3,Medium,3.35,0.7142857142857142
2025-02-06,P0094,34.0,Male,Lahore,31.9,High,3.29,0.6933797909407664
